,source,author,title,description,url,urlToImage,publishedAt,content,id,Polarity,Subjectivity,Score
39,"{'id': 'the-times-of-india', 'name': 'The Times of India'}",PTI,Covid or the common cold? How to recognise symptoms & keep yourself save this Christmas,"Christmas dos, nativity plays and New Years Eve parties are all back on the festive calendar.",https://economictimes.indiatimes.com/magazines/panache/covid-or-the-common-cold-how-to-recognise-symptoms-keep-yourself-safe-this-christmas/articleshow/96451533.cms,"https://img.etimg.com/thumb/msid-96451712,width-1070,height-580,imgsize-52416,overlay-etpanache/photo.jpg",2022-12-23T11:48:17Z,"There's a lot to be jolly about this Christmas. Covid has been significantly, although not completely, ""defanged"", thanks to vaccines and treatments. 
Christmas dos, nativity plays and New Years Eve… [+5294 chars]",39,0.06818181818181818,0.22727272727272727,negative
40,"{'id': 'the-times-of-india', 'name': 'The Times of India'}",AP,"Despite complaints of inflation and price hike, the Christmas tree remain highly coveted by most",85% of people feel Christmas trees are worth it despite price increases.,https://economictimes.indiatimes.com/magazines/panache/despite-complaints-of-inflation-and-price-hike-the-christmas-tree-remain-highly-coveted-by-most/articleshow/96358352.cms,"https://img.etimg.com/thumb/msid-96358609,width-1070,height-580,imgsize-88086,overlay-etpanache/photo.jpg",2022-12-20T02:56:55Z,"For all the worries about inflation and the economy, Americans aren't scrimping on a centerpiece of many celebrations this holiday season: the Christmas tree.
Retailers from Home Depot and Lowes to … [+1643 chars]",40,0.3,0.1,positive
41,"{'id': 'the-times-of-india', 'name': 'The Times of India'}",PTI,How to live up to the true spirit of Christmas? Understand the seven primary activities & experiences linked to holiday,"Christmas, as the name suggests, is linked to the birth of Jesus the Christ.",https://economictimes.indiatimes.com/magazines/panache/how-to-live-up-to-the-true-spirit-of-christmas-understand-the-seven-primary-activities-experiences-linked-to-holiday/articleshow/96340126.cms,"https://img.etimg.com/thumb/msid-96340332,width-1070,height-580,imgsize-94984,overlay-etpanache/photo.jpg",2022-12-19T12:13:27Z,"If the media, popular entertainment, and retail habits are taken as indicators then the celebration of Christmas is no longer just the reserve of Christians. This has some consequences for the religi… [+5662 chars]",41,0.0,0.0,neutral
42,"{'id': 'the-times-of-india', 'name': 'The Times of India'}",Reuters,"Kate Middleton mourns Queen Elizabeth II at carol service, says it's a 'different' Christmas this year",This will be the royal family's first Christmas without the queen.,https://economictimes.indiatimes.com/magazines/panache/kate-middleton-mourns-queen-elizabeth-ii-at-caron-service-says-its-a-different-christmas-this-year/articleshow/96452668.cms,"https://img.etimg.com/thumb/msid-96453113,width-1070,height-580,imgsize-64070,overlay-etpanache/photo.jpg",2022-12-23T10:08:11Z,"Britain's Princess of Wales paid tribute to Queen Elizabeth at a carol service in Westminster Abbey, saying the royal family's first Christmas without the late monarch would ""feel very different"".
K… [+1386 chars]",42,0.25,0.3333333333333333,neutral
43,"{'id': 'the-times-of-india', 'name': 'The Times of India'}",ET Online,"Meet the UK's Spider-Man! Prince Harry casts web of surprises in new Christmas video, delivers emotional message to kids","In the video, Harry says ""Christmas is a time when we miss our loved ones really, really badly.""",https://economictimes.indiatimes.com/magazines/panache/meet-the-uks-spider-man-prince-harry-casts-web-of-surprises-in-new-christmas-video-delivers-emotional-message-to-kids/articleshow/95991637.cms,"https://img.etimg.com/thumb/msid-95991636,width-1070,height-580,imgsize-26532,overlay-etpanache/photo.jpg",2022-12-05T04:17:37Z,"Prince Harry, the Duke of Sussex, dressed up as everyone's favourite Marvel superhero to share a heartfelt and special video message with children to comfort them. 
The 38-year-old donned the Spider… [+1652 chars]",43,5.551115123125783e-17,0.7333333333333334,neutral
44,"{'id': 'the-times-of-india', 'name': 'The Times of India'}",,From chicken dishes to plum cakes: How to host the perfect Christmas dinner party,Are you thinking of hosting a Christmas dinner but don't know where to start? Check out these recipes.,https://economictimes.indiatimes.com/magazines/panache/from-chicken-dishes-to-plum-cakes-how-to-host-the-perfect-christmas-dinner-party/articleshow/96426491.cms,"https://img.etimg.com/thumb/msid-96428127,width-1070,height-580,imgsize-111740,overlay-etpanache/photo.jpg",2022-12-22T11:57:15Z,"In Britain, Christmas is marked by elaborate meals enjoyed with friends and family. Christmas pudding or plum pudding is an important aspect of the traditional Christmas dinner. The pudding is made o… [+248 chars]",44,0.0,0.0,neutral
45,"{'id': 'the-times-of-india', 'name': 'The Times of India'}",New York Times,List of films to watch this holiday season for a very streaming Christmas,Put on your warm clothes and gather around your TV screen with friends or family for a cheerful Christmas.,https://economictimes.indiatimes.com/magazines/panache/list-of-films-to-watch-this-holiday-season-for-a-very-streaming-christmas/articleshow/96396999.cms,"https://img.etimg.com/thumb/msid-96397302,width-1070,height-580,imgsize-87326,overlay-etpanache/photo.jpg",2022-12-21T12:18:02Z,"Welcome back to the wonderful, self-contained world of holiday movies, where we do not smirk at the improbably high number of handsome widowed fathers; we accept the fact that every other person is a… [+7740 chars]",45,0.5,0.8,positive
46,"{'id': 'the-times-of-india', 'name': 'The Times of India'}",New York Times,12 Christmas songs to get you in the festive mood,Whether you are cheery or nostalgic there's a song for each emotion!,https://economictimes.indiatimes.com/magazines/panache/12-christmas-songs-to-get-you-in-the-festive-mood/articleshow/96478920.cms,"https://img.etimg.com/thumb/msid-96483737,width-1070,height-580,imgsize-147450,overlay-etpanache/photo.jpg",2022-12-24T11:19:34Z,"Every Friday, pop critics for The New York Times weigh in on the week's most notable new songs and videos. Silversun Pickups, 'Just Like Christmas'
The grungy Los Angeles band Silversun Pickups hear… [+5826 chars]",46,0.03749999999999998,1.0,neutral
47,"{'id': 'the-times-of-india', 'name': 'The Times of India'}",PTI,"178-year old church in Mirzapur, UP gets decked up for Christmas celebrations",For two years festivities were muted due to the pandemic.,https://economictimes.indiatimes.com/magazines/panache/178-year-old-church-in-mirzapur-up-gets-decked-up-for-christmas-celebrations/articleshow/96471928.cms,"https://img.etimg.com/thumb/msid-96472144,width-1070,height-580,imgsize-75204,overlay-etpanache/photo.jpg",2022-12-24T05:00:14Z,"The furniture and walls are being given a fresh coat of paint. A Christmas tree decorated with balloons, stars, bells and cutouts of Santa has been put in the main hall, and the approach path decorat… [+3026 chars]",47,-0.125,0.375,negative
48,"{'id': 'the-times-of-india', 'name': 'The Times of India'}",Reuters,World Cup winner Messi to celebrate Christmas with family and BFF Uruguay striker Luis Suarez,Suarez reportedly flew to Rosario along with his family.,https://economictimes.indiatimes.com/magazines/panache/world-cup-winner-messi-to-celebrate-christmas-with-family-and-bff-uruguay-striker-luis-suarez/articleshow/96441697.cms,"https://img.etimg.com/thumb/msid-96442035,width-1070,height-580,imgsize-66798,overlay-etpanache/photo.jpg",2022-12-23T03:05:59Z,"After winning the World Cup and enjoying the celebrations back home in Argentina, Lionel Messi headed to his native Rosario to spend the Christmas holidays with his family and friends, including Urug… [+1170 chars]",48,0.0,0.0,neutral
49,"{'id': 'the-times-of-india', 'name': 'The Times of India'}",AP,Hollywood veteran Robert De Niro becomes victim of a 'Christmas' heist,A burglar was caught infiltrating his home to poach presents!,https://economictimes.indiatimes.com/magazines/panache/hollywood-veteran-robert-de-niro-becomes-victim-of-a-christmas-heist/articleshow/96357937.cms,"https://img.etimg.com/thumb/msid-96358230,width-1070,height-580,imgsize-188872,overlay-etpanache/photo.jpg",2022-12-20T02:42:55Z,"A suspected serial burglar was caught Monday while attempting to poach Christmas presents from actor Robert De Niro's Manhattan home, police said.
Officers had been tracking the real-life Grinch ami… [+1361 chars]",49,0.0,0.0,neutral
50,"{'id': 'the-times-of-india', 'name': 'The Times of India'}",ET Online,"Christmas cheer! From smartphone to headphones, tech gifts to consider this festive season",Here’s a list of some interesting tech gifts to surprise your loved ones.,https://economictimes.indiatimes.com/magazines/panache/christmas-cheer-from-smartphone-to-headphones-tech-gifts-to-consider-this-festive-season/articleshow/96089545.cms,"https://img.etimg.com/thumb/msid-96089498,width-1070,height-580,imgsize-93224,overlay-etpanache/photo.jpg",2022-12-08T13:33:20Z,"Christmas is just around the corner! And, the best part of holidays is the spirit of presenting and accepting gifts. Exchanging gifts is not merely a tradition, over the years it has become one of th… [+3458 chars]",50,0.6,0.65,neutral
51,"{'id': 'the-times-of-india', 'name': 'The Times of India'}",PTI,"Overeating during Christmas and New Year holidays leads to 'festive bulge', here's how to beat it",There's a lot of focus on what we eat and how much we eat - but what about when we eat?,https://economictimes.indiatimes.com/magazines/panache/overeating-during-christmas-and-new-year-holidays-leads-to-festive-bulge-heres-how-to-beat-it/articleshow/96340348.cms,"https://img.etimg.com/thumb/msid-96340469,width-1070,height-580,imgsize-58764,overlay-etpanache/photo.jpg",2022-12-19T12:12:18Z,"Christmas and New Year are holidays with dietary excesses that many of us cannot control. This often leads to the ""festive bulge"". As the holidays approach, could there be a recipe to contain this we… [+4462 chars]",51,0.2,0.2,positive
52,"{'id': 'the-times-of-india', 'name': 'The Times of India'}",ET Online,"Holiday gifting done right! Diamonds, luxe hair dryer & delicious coffee hampers to the rescue",Here’s a list of some great gift ideas to pick from this festive season.,https://economictimes.indiatimes.com/magazines/panache/holiday-gifting-done-right-diamonds-luxe-hair-dryer-delicious-coffee-hampers-to-the-rescue/articleshow/96271492.cms,"https://img.etimg.com/thumb/msid-96271494,width-1070,height-580,imgsize-80126,overlay-etpanache/photo.jpg",2022-12-16T06:25:15Z,"Exchanging gifts during Christmas is an ancient tradition. Beyond tradition, it is also one of the joys of the festive times ahead. Each year there is excitement and anticipation ahead of the Christm… [+3186 chars]",52,0.8,0.75,positive
53,"{'id': 'the-times-of-india', 'name': 'The Times of India'}",ET Online,"‘Super Anna!’ Vijay Sethupathi shares his weight loss journey, fans call it inspirational",The 'Vikram' actor has been a victim of body shaming before.,https://economictimes.indiatimes.com/magazines/panache/super-anna-vijay-sethupathi-shares-his-weight-loss-journey-fans-call-it-inspirational/articleshow/96224756.cms,"https://img.etimg.com/thumb/msid-96224711,width-1070,height-580,imgsize-54252,overlay-etpanache/photo.jpg",2022-12-14T10:32:47Z,"When your name is Vijay (meaning victory), then defeating weight problems is a piece of cake. 
Vijay Sethupathi recently shocked his fans with what appears to be a drastic weight loss. The Master ac… [+1750 chars]",53,-0.07500000000000001,0.05,negative
54,"{'id': 'the-times-of-india', 'name': 'The Times of India'}",PTI,Michelle Yeoh to play Madame Morrible in Jon M. Chu's 'Wicked' movies,"Chu's last directorial venture was the 2021 American musical drama film, 'In the Heights'.",https://economictimes.indiatimes.com/magazines/panache/michelle-yeoh-to-play-madame-morrible-in-jon-m-chus-wicked-movies/articleshow/96108119.cms,"https://img.etimg.com/thumb/msid-96108230,width-1070,height-580,imgsize-39708,overlay-etpanache/photo.jpg",2022-12-09T09:32:13Z,"'Everything Everywhere All At Once' star Michelle Yeoh has joined the ensemble cast of film-maker Jon M. Chu's 'Wicked' movies. According to entertainment website Variety, Yeoh will essay the role of… [+720 chars]",54,0.0,0.022222222222222223,neutral
55,"{'id': 'the-times-of-india', 'name': 'The Times of India'}",ET Online,"Musk hit with lawsuits for laying off women 'disproportionately', former Twitter cleaning staff allege they were treated like garbage",Nearly 57 per cent of female employees were laid off according to lawsuit.,https://economictimes.indiatimes.com/magazines/panache/musk-hit-with-lawsuits-for-laying-off-women-disproportionately-former-twitter-cleaning-staff-allege-they-were-treated-like-garbage/articleshow/96102361.cms,"https://img.etimg.com/thumb/msid-96102327,width-1070,height-580,imgsize-14444,overlay-etpanache/photo.jpg",2022-12-09T05:41:10Z,"Chief Twit Elon Musk has faced another round of lawsuits from former employees, this time for allegedly targeting female employees for layoffs. 
Two women Carolina Bernal Strifling and Willow Wren T… [+2656 chars]",55,0.05,0.2833333333333333,negative
56,"{'id': 'the-times-of-india', 'name': 'The Times of India'}",ET Online,Sundar Pichai comes calling! Mamaearth founder's shout-out for keeping Indian flag high; Twinkle Khanna says she picked up 3 tips from Google boss,The Google top boss had a packed itinerary.,https://economictimes.indiatimes.com/magazines/panache/sundar-pichai-comes-calling-mamaearth-founders-shout-out-for-keeping-indian-flag-high-twinkle-khanna-says-she-picked-up-3-tips-from-google-boss/articleshow/96361724.cms,"https://img.etimg.com/thumb/msid-96362960,width-1070,height-580,imgsize-76746,overlay-etpanache/photo.jpg",2022-12-20T06:21:15Z,"Tech titan Sundar Pichai was in town recently for a 'Google For India' event, and his optimistic outlook on most things India has created quite a stir. The Google top boss, who caught up with Prime M… [+2140 chars]",56,0.5,0.5,positive
57,"{'id': 'the-times-of-india', 'name': 'The Times of India'}",AP,Bringing along a four-legged friend at a holiday homestay? Here's what you should keep in mind,"Holidaying with dogs can be stressful, so proper planning is needed.",https://economictimes.indiatimes.com/magazines/panache/bringing-along-a-four-legged-friend-at-a-holiday-homestay-heres-what-you-should-keep-in-mind/articleshow/96484683.cms,"https://img.etimg.com/thumb/msid-96484723,width-1070,height-580,imgsize-171508,overlay-etpanache/photo.jpg",2022-12-24T18:19:38Z,Traveling with dogs can be stressful. Throw in holiday home stays at one of the most chaotic times of the year and double that stress for humans and animals alike - especially when hosts have pets of… [+5855 chars],57,0.0,0.1,neutral
58,"{'id': 'the-times-of-india', 'name': 'The Times of India'}",Nimisha Tiwari,Plan your holiday now! Best travel destinations around the world in pictures,Catch up on touristy pictures from across the globe. Follow apt handy suggestions for Indian travellers to follow this season.,https://economictimes.indiatimes.com/magazines/panache/plan-your-holiday-now-best-travel-destinations-around-the-world-in-pictures/articleshow/96241942.cms,"https://img.etimg.com/thumb/msid-96241976,width-1070,height-580,imgsize-57184,overlay-etpanache/photo.jpg",2022-12-15T04:31:59Z,"Thank You, MonkeysMonkeys enjoy fruit during Monkey Feast Festival in Lopburi province, Thailand in Nov, 2022. The festival is an annual tradition in Lopburi, which is held to show gratitude to the m… [+3262 chars]",58,0.6,0.95,positive
59,"{'id': 'the-times-of-india', 'name': 'The Times of India'}",AFP,"Ali Ahmed Aslam, credited for inventing chicken tikka masala, dies at 77","In 2009, Ali had said that he came up with the recipe for chicken tikka masala after a receiving a complaint from a customer.",https://economictimes.indiatimes.com/magazines/panache/ali-ahmed-aslam-credited-for-inventing-chicken-tikka-masala-dies-at-77/articleshow/96421129.cms,"https://img.etimg.com/thumb/msid-96421401,width-1070,height-580,imgsize-140124,overlay-etpanache/photo.jpg",2022-12-22T08:19:31Z,"A chef from Glasgow, who claims to have invented the curry dish chicken tikka masala, has died at the age of 77, a family member told 
AFP on Wednesday.
Ahmed Aslam Ali, who invented the dish by im… [+2605 chars]",59,-0.44999999999999996,0.575,negative
60,"{'id': 'the-times-of-india', 'name': 'The Times of India'}",ET Online,How to party safely without falling sick,"Have fun, but don't compromise on safety and well-being!",https://economictimes.indiatimes.com/magazines/panache/how-to-party-safely-without-falling-sick/articleshow/96431000.cms,"https://img.etimg.com/thumb/msid-96431496,width-1070,height-580,imgsize-45588,overlay-etpanache/photo.jpg",2022-12-22T14:33:07Z,"The news of China going through a second bout of Covid cases has sent the government of India into a panic attack. Many cases have also been reported in Japan, South Korea, France, and the United Sta… [+2908 chars]",60,0.375,0.2,negative
61,"{'id': 'the-times-of-india', 'name': 'The Times of India'}",Nimisha Tiwari,Plan your holiday now! Best travel destinations around the world in pictures,Catch up on touristy pictures from across the globe. Follow apt handy suggestions for Indian travellers to follow this season.,https://economictimes.indiatimes.com/magazines/travel/plan-your-holiday-now-best-travel-destinations-around-the-world-in-pictures/articleshow/96241942.cms,"https://img.etimg.com/thumb/msid-96241976,width-1070,height-580,imgsize-57184,overlay-etpanache/photo.jpg",2022-12-15T04:31:59Z,"Thank You, MonkeysMonkeys enjoy fruit during Monkey Feast Festival in Lopburi province, Thailand in Nov, 2022. The festival is an annual tradition in Lopburi, which is held to show gratitude to the m… [+3262 chars]",61,0.6,0.95,positive
62,"{'id': 'the-times-of-india', 'name': 'The Times of India'}",AP,Voila! 'Emily In Paris' returns with season 3 and a lot of cliffhangers,"Season three provides more career choices, designer dilemmas and romantic revelation.",https://economictimes.indiatimes.com/magazines/panache/voila-emily-in-paris-returns-with-season-3-and-a-lot-of-cliffhangers/articleshow/96442759.cms,"https://img.etimg.com/thumb/msid-96443220,width-1070,height-580,imgsize-51360,overlay-etpanache/photo.jpg",2022-12-23T04:27:41Z,"'Emily in Paris' fans will get a few surprises in their Christmas stockings, when the third season of the hit show arrives on Netflix this Wednesday.
Even the cast were shocked by the number of clif… [+2705 chars]",62,0.25,0.5,neutral
63,"{'id': 'the-times-of-india', 'name': 'The Times of India'}",AP,'Black Panther: Wakanda Forever' is on top spot at box-office for 4th straight weekend,But the biggest talking point on the weekend was a movie conspicuously absent from theaters: 'Glass Onion'.,https://economictimes.indiatimes.com/magazines/panache/black-panther-wakanda-forever-is-on-top-spot-at-box-office-for-4th-straight-weekend/articleshow/95990751.cms,"https://img.etimg.com/thumb/msid-95990810,width-1070,height-580,imgsize-31618,overlay-etpanache/photo.jpg",2022-12-05T03:19:10Z,"""Black Panther: Wakanda Forever"" kept the box-office crown for the fourth straight weekend, and the comic holiday thriller ""Violent Night"" debuted with $13.3 million, according to studio estimates Su… [+3280 chars]",63,0.0,0.0,neutral
64,"{'id': 'the-times-of-india', 'name': 'The Times of India'}",AP,"Composer Angelo Badalamenti, known for 'Twin Peaks', passes away at 85","He died of natural causes on Sunday, his family said in a statement.",https://economictimes.indiatimes.com/magazines/panache/composer-angelo-badalamenti-known-for-twin-peaks-passes-away-at-85/articleshow/96187995.cms,"https://img.etimg.com/thumb/msid-96188047,width-1070,height-580,imgsize-27680,overlay-etpanache/photo.jpg",2022-12-13T04:01:23Z,"Angelo Badalamenti, the composer best known for creating otherworldly scores for many David Lynch productions, from 'Blue Velvet' and 'Twin Peaks' to 'Mulholland Drive,' has died. He was 85.
He died… [+3558 chars]",64,0.1,0.4,neutral
65,"{'id': 'the-times-of-india', 'name': 'The Times of India'}",PTI,Don’t let your guard down this holiday season! Experts throw light on risk factors of Covid reinfection,Studies suggest that each reinfection can increase the risk of poorer health outcomes.,https://economictimes.indiatimes.com/magazines/panache/dont-let-your-guard-down-this-holiday-season-experts-throw-light-on-risk-factors-of-covid-reinfection/articleshow/96134100.cms,"https://img.etimg.com/thumb/msid-96134173,width-1070,height-580,imgsize-23548,overlay-etpanache/photo.jpg",2022-12-10T12:31:15Z,"Like Canadian Prime Minister Justin Trudeau and Mexican President Andres Obrador before him, Prime Minister Anthony Albanese has been infected with Covid for a second time. 
In the middle of this ye… [+4737 chars]",65,0.0,0.0,neutral
66,"{'id': 'the-times-of-india', 'name': 'The Times of India'}",PTI,Studies shows that each Covid reinfection increases the risk of poorer health outcomes in future,Researchers found the reinfected people had a higher risk of poor health.,https://economictimes.indiatimes.com/magazines/panache/studies-shows-that-each-covid-reinfection-increases-the-risk-of-poorer-health-outcomes-in-future/articleshow/96398021.cms,"https://img.etimg.com/thumb/msid-96398122,width-1070,height-580,imgsize-49574,overlay-etpanache/photo.jpg",2022-12-21T12:16:20Z,"Like Canadian Prime Minister Justin Trudeau and Mexican President Andres Obrador before him, Prime Minister Anthony Albanese has been infected with Covid for a second time. 
In the middle of this ye… [+4839 chars]",66,-0.07500000000000001,0.55,negative
67,"{'id': 'the-times-of-india', 'name': 'The Times of India'}",AP,Want to solve the Rubik's Cube? Here's some advice from the man who invented it,The goal of all Rubik puzzles is to start with some randomized and shuffled messy configuration.,https://economictimes.indiatimes.com/magazines/panache/want-to-solve-the-rubiks-cube-heres-some-advice-from-the-man-who-invented-it/articleshow/95926690.cms,"https://img.etimg.com/thumb/msid-95926702,width-1070,height-580,imgsize-58588,overlay-etpanache/photo.jpg",2022-12-02T02:30:34Z,"NEW YORK - If you've ever had trouble solving a Rubik's Cube, a good piece of advice is to break it down into steps. It's worth a shot: That advice is from the man who invented it.
""Problem solving … [+4233 chars]",67,-0.2,0.4,negative
68,"{'id': 'the-times-of-india', 'name': 'The Times of India'}",PTI,"If Elon Musk does step down as Twitter's CEO, here are three leadership qualities that the next boss should have",There has been some speculation that Musk has come under pressure from other Twitter shareholders and lenders to move on.,https://economictimes.indiatimes.com/magazines/panache/if-elon-musk-does-step-down-as-twitters-ceo-here-are-three-leadership-qualities-that-the-next-boss-should-have/articleshow/96452346.cms,"https://img.etimg.com/thumb/msid-96452454,width-1070,height-580,imgsize-764521,overlay-etpanache/photo.jpg",2022-12-23T11:46:30Z,"In a strong response to a recent Twitter poll posted by Elon Musk, users of the platform have called for him to relinquish his position as CEO. 
Musk hasn't confirmed he will step down since the pol… [+5069 chars]",68,-0.125,0.375,negative
69,"{'id': 'the-times-of-india', 'name': 'The Times of India'}",New York Times,"The Prince of Reuss, the failed coup to overthrow elected German government and a twist",The prince pursued his goal of restoring Germany's imperial Reich on multiple fronts.,https://economictimes.indiatimes.com/magazines/panache/the-prince-of-reuss-the-failed-coup-to-overthrow-elected-german-government-and-a-twist/articleshow/96280466.cms,"https://img.etimg.com/thumb/msid-96280826,width-1070,height-580,imgsize-50668,overlay-etpanache/photo.jpg",2022-12-16T13:31:14Z,"The crenelated hunting lodge of Prince Heinrich XIII of Reuss sits atop a steep hill, looking out over homes laced with snow and Christmas lights in Bad Lobenstein. Popular with the local mayor and m… [+10088 chars]",69,0.0,0.0,negative
70,"{'id': 'the-times-of-india', 'name': 'The Times of India'}",etimes.in,"Soha, Kunal & Inaaya celebrate Christmas",Soha Ali Khan has already tuned into the holiday spirit as she celebrated an early Christmas with her husband Kunal Kemmu and daughter Inaaya Naumi Kemmu.,https://timesofindia.indiatimes.com/entertainment/hindi/bollywood/news/soha-ali-khan-and-kunal-kemmu-celebrate-early-christmas-with-daughter-inaaya-watch-video/articleshow/95995421.cms,"https://static.toiimg.com/thumb/msid-95995421,width-1070,height-580,overlay-toi_sw,pt-32,y_pad-40,resizemode-75,imgsize-57942/95995421.jpg",2022-12-05T06:49:20Z,"Namitha Pramod sends birthday wishes to her younger sister Akitha, says, “You are my daughter, my sister, my best friend, and my world”",70,0.22499999999999998,0.525,neutral
71,"{'id': 'the-times-of-india', 'name': 'The Times of India'}",etimes.in,Biggest Christmas hits of Bollywood,"Dangal, Tiger Zinda Hai and more: The biggest Christmas hits of Bollywood in the last few years",https://timesofindia.indiatimes.com/entertainment/hindi/bollywood/news/dangal-tiger-zinda-hai-and-more-the-biggest-christmas-hits-of-bollywood-in-the-last-few-years/photostory/96398682.cms,https://static.toiimg.com/photo/96398701.cms,2022-12-22T07:30:00Z,"It is the most festive time of the year - the air is brimming with the excitement of Christmas, tied to a hope that the next year brings happiness, luck and health for all. In Bollywood, while the la… [+253 chars]",71,0.09999999999999999,0.2222222222222222,neutral
72,"{'id': 'the-times-of-india', 'name': 'The Times of India'}",etimes.in,Merry Christmas first poster is intriguing,Katrina Kaif and Vijay Sethupathi are all set to collaborate for the first time in Sriram Raghavan’s ‘Merry Christm,https://timesofindia.indiatimes.com/entertainment/hindi/bollywood/news/katrina-kaif-and-vijay-sethupathis-merry-christmas-look-intriguing-first-poster-out/articleshow/96475399.cms,"https://static.toiimg.com/thumb/msid-96475399,width-1070,height-580,overlay-toi_sw,pt-32,y_pad-40,resizemode-75,imgsize-40742/96475399.jpg",2022-12-24T08:11:44Z,"Katrina Kaif and Vijay Sethupathi are all set to collaborate for the first time in Sriram Raghavans Merry Christmas'. On Saturday, the first poster of the film was revealed, and it does look intrigui… [+915 chars]",72,0.25,0.3333333333333333,positive
73,"{'id': 'the-times-of-india', 'name': 'The Times of India'}",,10 Movies to binge-watch in Christmas,"Key in ‘Christmas movies’ in the search bars of OTT platforms and a host of movies will pop up on the page, all slated to evoke the family spirit and ring in Christmas cheer with their focus on family, food, fun and music. Here is our list to help you choose …",https://timesofindia.indiatimes.com/entertainment/english/top-10/top-10-movies-to-binge-watch-in-the-christmas-holiday-season/photostory/96090061.cms,https://static.toiimg.com/photo/96091292.cms,2022-12-10T09:30:00Z,"Key in ‘Christmas movies’ in the search bars of OTT platforms and a host of movies will pop up on the page, all slated to evoke the family spirit and ring in Christmas cheer with their focus on famil… [+501 chars]",73,0.15,0.6,neutral
74,"{'id': 'the-times-of-india', 'name': 'The Times of India'}",Ankita Kanabar,Celeb inspired red dress looks for Christmas,Janhvi Kapoor to Nora Fatehi: Celeb inspired red dress looks for this Christmas season,https://timesofindia.indiatimes.com/entertainment/hindi/web-stories/janhvi-kapoor-to-nora-fatehi-celeb-inspired-red-dress-looks-for-this-christmas-season/photostory/96376056.cms,"https://static.toiimg.com/thumb/msid-96376097,width-900,height-1200,imgsize-79246,resizemode-6.cms",2022-12-20T14:30:00Z,"Alia Bhatt looks like a bouquet of roses herself, in this lovely dress with a jacket. It's vibrant, funky, fun, and pretty - all at once. Who can't love this look?",74,0.0,0.0,neutral
75,"{'id': 'the-times-of-india', 'name': 'The Times of India'}",Ankita Kanabar,Cute throwback Christmas pics of B-town celebs,"Katrina-Vicky, Alia-Ranbir and more: Throwback Christmas pictures of celebs that are too cute to miss!",https://timesofindia.indiatimes.com/entertainment/hindi/web-stories/katrina-vicky-alia-ranbir-and-more-throwback-christmas-pictures-of-celebs-that-are-too-cute-to-miss/photostory/96459421.cms,"https://static.toiimg.com/thumb/msid-96460110,width-900,height-1200,imgsize-50566,resizemode-6.cms",2022-12-23T14:30:00Z,"Aishwarya Rai Bachchan looks just as cute as Aaradhya as they twin in red and celebrate Christmas, remembering her late father Krishnaraj Rai.",75,0.5625,0.75,positive
76,"{'id': 'the-times-of-india', 'name': 'The Times of India'}",etimes.in,"The Interest of Love, a K-drama piques interest","It’s not just the coldest days in several parts of the world but also the holiday season when schools, colleges and offices take a break for Christmas and New Year. You might find yourself with time on your hands, so here is a romantic K-drama, The Interest o…",https://timesofindia.indiatimes.com/web-series/news/english/deep-melodrama-and-an-intense-storyline-combine-to-make-the-interest-of-love-a-k-drama-that-will-prove-popular-with-netizens/articleshow/96452481.cms,"https://static.toiimg.com/thumb/msid-96452481,width-1070,height-580,imgsize-53022,resizemode-6,overlay-toi_sw,pt-32,y_pad-40/photo.jpg",2022-12-23T10:10:00Z,"It is the most festive time of the year - the air is brimming with the excitement of Christmas, tied to a hope that the next year brings happiness, luck and health for all. In Bollywood, while the la… [+253 chars]",76,0.04545454545454545,0.3181818181818182,neutral
77,"{'id': 'the-times-of-india', 'name': 'The Times of India'}",IANS,Delhi HC summons Bear Grylls in copyright infringement case,"In response to a copyright infringement lawsuit filed by an Indian writer and producer, Arrmann Shharma over the show 'Get Out Alive With Bear Grylls,' the Delhi High Court issued summons to the British adventurer among others.",https://timesofindia.indiatimes.com/web-series/news/english/delhi-hc-summons-bear-grylls-in-copyright-infringement-case/articleshow/96472048.cms,"https://static.toiimg.com/thumb/msid-96472048,width-1070,height-580,imgsize-112638,resizemode-6,overlay-toi_sw,pt-32,y_pad-40/photo.jpg",2022-12-24T05:07:03Z,"It is the most festive time of the year - the air is brimming with the excitement of Christmas, tied to a hope that the next year brings happiness, luck and health for all. In Bollywood, while the la… [+253 chars]",77,0.08666666666666667,0.3133333333333333,neutral
78,"{'id': 'the-times-of-india', 'name': 'The Times of India'}",etimes.in,Ayesha on relationship with Shoaib Malik,"Pakistani actress Ayesha Omar is constantly hitting headlines for her alleged romance with cricketer Shoaib Malik, while the latter battles divorce rumours with wife Sania Mirza. Ayesha and Shoaib’s intimate photoshoot from a few years ago went viral soon aft…",https://timesofindia.indiatimes.com/web-series/news/hindi/ayesha-omar-breaks-silence-on-romantic-relationship-with-shoaib-malik-amid-his-divorce-rumours-with-wife-sania-mirza/articleshow/96448060.cms,"https://static.toiimg.com/thumb/msid-96448048,width-1070,height-580,imgsize-59310,resizemode-6,overlay-toi_sw,pt-32,y_pad-40/photo.jpg",2022-12-23T07:29:23Z,"It is the most festive time of the year - the air is brimming with the excitement of Christmas, tied to a hope that the next year brings happiness, luck and health for all. In Bollywood, while the la… [+253 chars]",78,-0.02,0.22666666666666666,neutral
